Project_ID,Lat,Lon,Camera,Month_num,Month_name,Year,CommonName,Rate_of_Detection
GaryGiacomini,37.99572767,-122.6463201,OOO74,1,January,2015,Grey Fox,3.33
GaryGiacomini,37.99572767,-122.6463201,OOO74,1,January,2016,Bobcat,3.45
GaryGiacomini,37.99572767,-122.6463201,OOO74,1,January,2016,Grey Fox,3.45
GaryGiacomini,37.9906168,-122.6461283,OOO75,1,January,2015,Bobcat,3.12
GaryGiacomini,37.9906168,-122.6461283,OOO75,1,January,2015,Grey Fox,3.12
GaryGiacomini,37.9906168,-122.6461283,OOO75,1,January,2016,Bobcat,3.45
GaryGiacomini,37.9906168,-122.6461283,OOO75,1,January,2016,Grey Fox,3.45
GaryGiacomini,37.9906168,-122.6461283,OOO75,1,January,2017,Bobcat,3.57
GaryGiacomini,37.9906168,-122.6461283,OOO75,1,January,2017,Grey Fox,3.57
GaryGiacomini,37.98612571,-122.6452388,OOO76,1,January,2016,Bobcat,3.45
GaryGiacomini,37.98612571,-122.6452388,OOO76,1,January,2016,Grey Fox,3.45
GaryGiacomini,38.00004466,-122.6403197,PPP73,1,January,2015,Bobcat,3.85
GaryGiacomini,38.00004466,-122.6403197,PPP73,1,January,2016,Bobcat,3.57
GaryGiacomini,37.99559415,-122.6409223,PPP74,1,January,2015,Bobcat,4.43
GaryGiacomini,37.99559415,-122.6409223,PPP74,1,January,2015,Grey Fox,4.43
GaryGiacomini,37.99559415,-122.6409223,PPP74,1,January,2016,Grey Fox,3.45
GaryGiacomini,37.99559415,-122.6409223,PPP74,1,January,2017,Grey Fox,3.57
GaryGiacomini,37.99550215,-122.6344651,QQQ74,1,January,2015,Grey Fox,7.69
GaryGiacomini,37.99550215,-122.6344651,QQQ74,1,January,2016,Grey Fox,3.45
MCP-North,38.03078448,-122.6865112,HHH66,1,January,2017,Bobcat,3.57
MCP-North,38.03078448,-122.6865112,HHH66,1,January,2017,Coyote,7.14
MCP-North,38.03078448,-122.6865112,HHH66,1,January,2017,Grey Fox,3.57
MCP-North,38.02642293,-122.6867577,HHH67,1,January,2016,Bobcat,3.45
MCP-North,38.02642293,-122.6867577,HHH67,1,January,2017,Bobcat,3.57
MCP-North,38.02642293,-122.6867577,HHH67,1,January,2017,Grey Fox,3.57
MCP-North,38.02172523,-122.686003,HHH68,1,January,2015,Bobcat,5.56
MCP-North,38.02172523,-122.686003,HHH68,1,January,2016,Bobcat,3.45
MCP-North,38.02172523,-122.686003,HHH68,1,January,2016,Grey Fox,3.45
MCP-North,38.0300018,-122.6803502,III66,1,January,2015,Bobcat,3.23
MCP-North,38.0300018,-122.6803502,III66,1,January,2017,Grey Fox,3.57
MCP-North,38.02607306,-122.6806635,III67,1,January,2015,Bobcat,5.56
MCP-North,38.02607306,-122.6806635,III67,1,January,2015,Grey Fox,5.56
MCP-North,38.02607306,-122.6806635,III67,1,January,2017,Bobcat,3.57
MCP-North,38.01734874,-122.6807013,III69,1,January,2016,Bobcat,3.45
MCP-North,38.01734874,-122.6807013,III69,1,January,2016,Grey Fox,3.45
MCP-North,38.01734874,-122.6807013,III69,1,January,2017,Bobcat,3.57
MCP-North,38.01734874,-122.6807013,III69,1,January,2017,Coyote,3.57
MCP-North,38.02232568,-122.6748008,JJJ68,1,January,2017,Bobcat,3.57
MCP-North,38.02232568,-122.6748008,JJJ68,1,January,2017,Coyote,3.57
MCP-North,38.02170922,-122.6639116,LLL68,1,January,2015,Coyote,5.26
MCP-North,38.01769726,-122.6634743,LLL69,1,January,2015,Coyote,3.45
MCP-North,38.01769726,-122.6634743,LLL69,1,January,2017,Bobcat,3.57
MCP-North,38.01769726,-122.6634743,LLL69,1,January,2017,Coyote,3.57
MCP-North,38.01769726,-122.6634743,LLL69,1,January,2017,Grey Fox,3.57
MCP-North,38.02609915,-122.6578984,MMM67,1,January,2016,Coyote,3.33
MCP-North,38.02221431,-122.6577912,MMM68,1,January,2015,Grey Fox,8.33
MCP-North,38.02221431,-122.6577912,MMM68,1,January,2016,Bobcat,3.85
MCP-North,38.02221431,-122.6577912,MMM68,1,January,2017,Bobcat,3.57
MCP-North,38.02221431,-122.6577912,MMM68,1,January,2017,Grey Fox,3.57
MCP-North,38.01775296,-122.6577891,MMM69,1,January,2016,Coyote,9.09
MCP-North,38.02744316,-122.6521268,NNN67,1,January,2015,Coyote,15.05
MCP-North,38.02744316,-122.6521268,NNN67,1,January,2016,Bobcat,3.45
MCP-North,38.02744316,-122.6521268,NNN67,1,January,2016,Coyote,3.45
MCP-North,38.02744316,-122.6521268,NNN67,1,January,2017,Coyote,3.85
MCP-North,38.01785459,-122.6524911,NNN69,1,January,2015,Bobcat,3.7
MCP-North,38.01785459,-122.6524911,NNN69,1,January,2016,Bobcat,9.09
MCP-North,38.01785459,-122.6524911,NNN69,1,January,2016,Coyote,9.09
MCP-North,38.01785459,-122.6524911,NNN69,1,January,2017,Bobcat,3.57
MCP-North,38.01785459,-122.6524911,NNN69,1,January,2017,Coyote,3.57
MCP-South,38.00028586,-122.6280403,RRR73,1,January,2015,Bobcat,5.88
MCP-South,38.00028586,-122.6280403,RRR73,1,January,2015,Coyote,5.88
MCP-South,37.99597086,-122.6287226,RRR74,1,January,2015,Coyote,7.69
MCP-South,37.99597086,-122.6287226,RRR74,1,January,2016,Coyote,3.45
MCP-South,37.9914986,-122.6224701,SSS75,1,January,2015,Coyote,7.69
MCP-South,37.98240473,-122.6225053,SSS77,1,January,2015,Bobcat,3.85
MCP-South,37.98240473,-122.6225053,SSS77,1,January,2015,Grey Fox,3.85
MCP-South,37.98240473,-122.6225053,SSS77,1,January,2016,Bobcat,3.45
MCP-South,37.98240473,-122.6225053,SSS77,1,January,2016,Grey Fox,3.45
MCP-South,37.9776615,-122.621744,SSS78,1,January,2015,Bobcat,8.94
MCP-South,37.9776615,-122.621744,SSS78,1,January,2015,Grey Fox,8.94
MCP-South,37.97379566,-122.6219574,SSS79,1,January,2015,Bobcat,3.33
MCP-South,37.97379566,-122.6219574,SSS79,1,January,2015,Grey Fox,3.33
MCP-South,37.97379566,-122.6219574,SSS79,1,January,2016,Coyote,6.9
MCP-South,37.97379566,-122.6219574,SSS79,1,January,2016,Grey Fox,3.45
MCP-South,38.00504619,-122.6172863,TTT72,1,January,2015,Coyote,8.33
MCP-South,38.00504619,-122.6172863,TTT72,1,January,2016,Bobcat,3.45
MCP-South,38.00504619,-122.6172863,TTT72,1,January,2016,Coyote,3.45
MCP-South,38.00504619,-122.6172863,TTT72,1,January,2016,Grey Fox,3.45
MCP-South,37.98696478,-122.6167881,TTT76,1,January,2016,Bobcat,3.45
MCP-South,37.98696478,-122.6167881,TTT76,1,January,2016,Grey Fox,3.45
MCP-South,37.98244911,-122.6167205,TTT77,1,January,2015,Coyote,5.26
MCP-South,37.98244911,-122.6167205,TTT77,1,January,2015,Grey Fox,5.26
MCP-South,37.98244911,-122.6167205,TTT77,1,January,2017,Grey Fox,3.57
MCP-South,37.97768976,-122.6165516,TTT78,1,January,2015,Coyote,5.56
MCP-South,37.98718053,-122.6111272,UUU76,1,January,2015,Grey Fox,10.53
MCP-South,37.98718053,-122.6111272,UUU76,1,January,2016,Bobcat,3.45
MCP-South,37.98718053,-122.6111272,UUU76,1,January,2017,Grey Fox,3.57
MCP-South,37.97874376,-122.6109098,UUU78,1,January,2015,Bobcat,7.69
MCP-South,37.98731525,-122.6055692,VVV76,1,January,2016,Bobcat,3.45
MCP-South,37.98731525,-122.6055692,VVV76,1,January,2016,Grey Fox,3.45
MCP-South,37.97804827,-122.6050495,VVV78,1,January,2015,Coyote,5.56
MCP-South,37.97804827,-122.6050495,VVV78,1,January,2015,Grey Fox,5.56
MCP-South,37.97804827,-122.6050495,VVV78,1,January,2016,Bobcat,3.45
MCP-South,37.97804827,-122.6050495,VVV78,1,January,2016,Coyote,6.9
MCP-South,37.97804827,-122.6050495,VVV78,1,January,2016,Grey Fox,6.9
MMWD,38.002639,-122.713447,CCC72,1,January,2015,Coyote,3.57
MMWD,38.002639,-122.713447,CCC72,1,January,2016,Grey Fox,3.45
MMWD,37.998957,-122.71435,CCC73,1,January,2015,Bobcat,3.57
MMWD,37.998957,-122.71435,CCC73,1,January,2015,Coyote,3.57
MMWD,37.998957,-122.71435,CCC73,1,January,2015,Grey Fox,3.57
MMWD,37.998957,-122.71435,CCC73,1,January,2016,Coyote,3.45
MMWD,37.998957,-122.71435,CCC73,1,January,2016,Grey Fox,3.45
MMWD,37.998957,-122.71435,CCC73,1,January,2017,Coyote,3.57
MMWD,37.998957,-122.71435,CCC73,1,January,2017,Grey Fox,3.57
MMWD,38.003332,-122.708595,DDD72,1,January,2015,Bobcat,3.57
MMWD,38.003332,-122.708595,DDD72,1,January,2016,Grey Fox,3.45
MMWD,37.998948,-122.708362,DDD73,1,January,2016,Bobcat,3.45
MMWD,37.998948,-122.708362,DDD73,1,January,2016,Grey Fox,3.45
MMWD,37.998948,-122.708362,DDD73,1,January,2017,Coyote,3.57
MMWD,37.998948,-122.708362,DDD73,1,January,2017,Grey Fox,3.57
MMWD,37.994275,-122.707341,DDD74,1,January,2015,Bobcat,3.57
MMWD,37.994275,-122.707341,DDD74,1,January,2015,Grey Fox,3.57
MMWD,37.994275,-122.707341,DDD74,1,January,2016,Grey Fox,3.45
MMWD,37.994275,-122.707341,DDD74,1,January,2017,Bobcat,3.57
MMWD,37.994275,-122.707341,DDD74,1,January,2017,Grey Fox,3.57
MMWD,38.004329,-122.702749,EEE72,1,January,2015,Bobcat,3.12
MMWD,38.004329,-122.702749,EEE72,1,January,2015,Coyote,6.25
MMWD,38.004329,-122.702749,EEE72,1,January,2015,Grey Fox,6.25
MMWD,38.004329,-122.702749,EEE72,1,January,2016,Grey Fox,3.45
MMWD,38.004329,-122.702749,EEE72,1,January,2017,Bobcat,3.57
MMWD,38.004329,-122.702749,EEE72,1,January,2017,Grey Fox,3.57
MMWD,37.99369,-122.701558,EEE74,1,January,2016,Bobcat,3.45
MMWD,37.99369,-122.701558,EEE74,1,January,2016,Coyote,3.45
MMWD,37.99369,-122.701558,EEE74,1,January,2016,Grey Fox,10.34
MMWD,37.99369,-122.701558,EEE74,1,January,2017,Bobcat,3.57
MMWD,37.99369,-122.701558,EEE74,1,January,2017,Coyote,3.57
MMWD,37.99369,-122.701558,EEE74,1,January,2017,Grey Fox,3.57
MMWD,37.994761,-122.697468,FFF74,1,January,2016,Grey Fox,3.45
MMWD,38.004294,-122.691354,GGG72,1,January,2016,Bobcat,3.45
MMWD,38.004294,-122.691354,GGG72,1,January,2016,Coyote,3.45
MMWD,38.004294,-122.691354,GGG72,1,January,2016,Grey Fox,3.45
MMWD,37.990855,-122.679005,III75,1,January,2017,Grey Fox,3.57
MMWD,37.990259,-122.673888,JJJ75,1,January,2016,Bobcat,3.45
MMWD,37.990259,-122.673888,JJJ75,1,January,2016,Coyote,3.45
MMWD,37.990259,-122.673888,JJJ75,1,January,2016,Grey Fox,3.45
MMWD,37.990259,-122.673888,JJJ75,1,January,2017,Bobcat,3.57
MMWD,37.990259,-122.673888,JJJ75,1,January,2017,Coyote,3.57
MMWD,37.990259,-122.673888,JJJ75,1,January,2017,Grey Fox,3.57
MMWD,37.991133,-122.668732,KKK75,1,January,2015,Grey Fox,3.33
MMWD,37.991133,-122.668732,KKK75,1,January,2016,Grey Fox,3.45
MMWD,37.991133,-122.668732,KKK75,1,January,2017,Coyote,3.57
MMWD,37.99541,-122.663957,LLL74,1,January,2016,Bobcat,3.45
MMWD,37.99541,-122.663957,LLL74,1,January,2016,Grey Fox,3.45
MMWD,37.991435,-122.662519,LLL75,1,January,2015,Coyote,3.57
MMWD,37.991435,-122.662519,LLL75,1,January,2015,Grey Fox,3.57
MMWD,37.991435,-122.662519,LLL75,1,January,2016,Bobcat,3.45
MMWD,37.991435,-122.662519,LLL75,1,January,2016,Coyote,3.45
MMWD,37.991435,-122.662519,LLL75,1,January,2016,Grey Fox,3.45
MMWD,37.99561,-122.656143,MMM74,1,January,2016,Bobcat,3.45
MMWD,37.987038,-122.657305,MMM76,1,January,2017,Bobcat,3.57
MMWD,37.987038,-122.657305,MMM76,1,January,2017,Coyote,3.57
MMWD,37.989133,-122.649286,NNN75,1,January,2016,Bobcat,3.45
MMWD,37.989133,-122.649286,NNN75,1,January,2016,Coyote,3.45
MMWD,37.989133,-122.649286,NNN75,1,January,2016,Grey Fox,3.45
MMWD,37.985794,-122.650345,NNN76,1,January,2015,Grey Fox,3.57
MMWD,37.985794,-122.650345,NNN76,1,January,2016,Grey Fox,3.45
MMWD,37.985751,-122.639852,PPP76,1,January,2015,Bobcat,3.57
MMWD,37.985751,-122.639852,PPP76,1,January,2015,Grey Fox,3.57
MMWD,37.991697,-122.63465,QQQ75,1,January,2015,Grey Fox,3.57
MMWD,37.991697,-122.63465,QQQ75,1,January,2016,Bobcat,3.45
MMWD,37.991697,-122.63465,QQQ75,1,January,2016,Grey Fox,3.45
MMWD,37.986115,-122.633305,QQQ76,1,January,2015,Coyote,3.57
MMWD,37.986115,-122.633305,QQQ76,1,January,2015,Grey Fox,3.57
MMWD,37.986115,-122.633305,QQQ76,1,January,2016,Bobcat,3.45
MMWD,37.986115,-122.633305,QQQ76,1,January,2016,Coyote,6.9
MMWD,37.986115,-122.633305,QQQ76,1,January,2016,Grey Fox,3.45
MMWD,37.986115,-122.633305,QQQ76,1,January,2017,Grey Fox,3.57
MMWD,37.990697,-122.628406,RRR76,1,January,2016,Coyote,3.45
MMWD,37.990697,-122.628406,RRR76,1,January,2016,Grey Fox,3.45
MMWD,37.990697,-122.628406,RRR76,1,January,2017,Coyote,3.57
MMWD,37.990697,-122.628406,RRR76,1,January,2017,Grey Fox,3.57
Samuel-P-Taylor,38.025521,-122.7262068,AAA67,1,January,2015,Bobcat,3.57
Samuel-P-Taylor,38.025521,-122.7262068,AAA67,1,January,2015,Grey Fox,3.57
Samuel-P-Taylor,38.025521,-122.7262068,AAA67,1,January,2016,Bobcat,3.45
Samuel-P-Taylor,38.025521,-122.7262068,AAA67,1,January,2016,Grey Fox,3.45
Samuel-P-Taylor,38.016723,-122.7257383,AAA69,1,January,2016,Bobcat,3.33
Samuel-P-Taylor,38.021003,-122.7213246,BBB68,1,January,2015,Bobcat,3.57
Samuel-P-Taylor,38.021003,-122.7213246,BBB68,1,January,2017,Bobcat,3.57
Samuel-P-Taylor,38.016638,-122.7202361,BBB69,1,January,2015,Bobcat,3.57
Samuel-P-Taylor,38.016638,-122.7202361,BBB69,1,January,2015,Coyote,3.57
Samuel-P-Taylor,38.016638,-122.7202361,BBB69,1,January,2015,Grey Fox,3.57
Samuel-P-Taylor,38.016638,-122.7202361,BBB69,1,January,2016,Bobcat,3.23
Samuel-P-Taylor,38.016638,-122.7202361,BBB69,1,January,2016,Grey Fox,3.23
Samuel-P-Taylor,38.016638,-122.7202361,BBB69,1,January,2017,Grey Fox,3.51
Samuel-P-Taylor,38.021688,-122.7141101,CCC68,1,January,2017,Grey Fox,6.25
Samuel-P-Taylor,38.01256122,-122.7077776,DDD70,1,January,2017,Bobcat,3.17
Samuel-P-Taylor,38.01256122,-122.7077776,DDD70,1,January,2017,Grey Fox,3.17
Samuel-P-Taylor,38.007939,-122.7087186,DDD71,1,January,2015,Bobcat,3.57
Samuel-P-Taylor,38.007939,-122.7087186,DDD71,1,January,2017,Coyote,3.19
Samuel-P-Taylor,38.007939,-122.7087186,DDD71,1,January,2017,Grey Fox,3.19
Samuel-P-Taylor,38.03394,-122.7430174,XX65,1,January,2015,Bobcat,3.57
Samuel-P-Taylor,38.03394,-122.7430174,XX65,1,January,2015,Coyote,3.57
Samuel-P-Taylor,38.03394,-122.7430174,XX65,1,January,2015,Grey Fox,3.57
Samuel-P-Taylor,38.03394,-122.7430174,XX65,1,January,2016,Bobcat,3.23
Samuel-P-Taylor,38.03394,-122.7430174,XX65,1,January,2016,Grey Fox,3.23
Samuel-P-Taylor,38.03394,-122.7430174,XX65,1,January,2017,Bobcat,4.17
Samuel-P-Taylor,38.03394,-122.7430174,XX65,1,January,2017,Grey Fox,4.17
Samuel-P-Taylor,38.029625,-122.743625,XX66,1,January,2015,Bobcat,3.57
Samuel-P-Taylor,38.029625,-122.743625,XX66,1,January,2015,Coyote,3.57
Samuel-P-Taylor,38.029625,-122.743625,XX66,1,January,2015,Grey Fox,3.57
Samuel-P-Taylor,38.029625,-122.743625,XX66,1,January,2016,Grey Fox,3.23
Samuel-P-Taylor,38.029625,-122.743625,XX66,1,January,2017,Grey Fox,3.23
Samuel-P-Taylor,38.025523,-122.7433545,XX67,1,January,2015,Bobcat,3.57
Samuel-P-Taylor,38.025523,-122.7433545,XX67,1,January,2015,Grey Fox,3.57
Samuel-P-Taylor,38.025523,-122.7433545,XX67,1,January,2016,Grey Fox,3.12
Samuel-P-Taylor,38.025523,-122.7433545,XX67,1,January,2017,Grey Fox,3.57
Samuel-P-Taylor,38.034488,-122.7379219,YY65,1,January,2017,Bobcat,3.57
Samuel-P-Taylor,38.034488,-122.7379219,YY65,1,January,2017,Grey Fox,3.57
Samuel-P-Taylor,38.029864,-122.7376649,YY66,1,January,2015,Coyote,3.57
Samuel-P-Taylor,38.029864,-122.7376649,YY66,1,January,2015,Grey Fox,3.57
Samuel-P-Taylor,38.020589,-122.7375156,YY68,1,January,2015,Bobcat,3.57
Samuel-P-Taylor,38.020589,-122.7375156,YY68,1,January,2015,Coyote,3.57
Samuel-P-Taylor,38.020589,-122.7375156,YY68,1,January,2015,Grey Fox,3.57
Samuel-P-Taylor,38.020589,-122.7375156,YY68,1,January,2016,Bobcat,3.45
Samuel-P-Taylor,38.020589,-122.7375156,YY68,1,January,2016,Grey Fox,3.45
Samuel-P-Taylor,38.020589,-122.7375156,YY68,1,January,2017,Grey Fox,3.7
Samuel-P-Taylor,38.03461,-122.732201,ZZ65,1,January,2017,Bobcat,3.57
Samuel-P-Taylor,38.03461,-122.732201,ZZ65,1,January,2017,Grey Fox,3.57
Samuel-P-Taylor,38.0299145,-122.7320016,ZZ66,1,January,2015,Bobcat,3.57
Samuel-P-Taylor,38.0299145,-122.7320016,ZZ66,1,January,2015,Grey Fox,3.57
Samuel-P-Taylor,38.0299145,-122.7320016,ZZ66,1,January,2017,Grey Fox,3.57
Samuel-P-Taylor,38.025364,-122.7324854,ZZ67,1,January,2017,Grey Fox,7.97
Samuel-P-Taylor,38.020928,-122.7318293,ZZ68,1,January,2016,Bobcat,3.45
Samuel-P-Taylor,38.020928,-122.7318293,ZZ68,1,January,2016,Grey Fox,3.45
Samuel-P-Taylor,38.020928,-122.7318293,ZZ68,1,January,2017,Grey Fox,3.17
Samuel-P-Taylor,38.016079,-122.7319267,ZZ69,1,January,2015,Grey Fox,3.85
Samuel-P-Taylor,38.016079,-122.7319267,ZZ69,1,January,2016,Grey Fox,3.45
ChedaJewel,38.043094,-122.749595,WW63,2,February,2016,Bobcat,3.45
ChedaJewel,38.034152,-122.74917,WW65,2,February,2015,Bobcat,3.45
ChedaJewel,38.034152,-122.74917,WW65,2,February,2015,Coyote,3.45
ChedaJewel,38.034152,-122.74917,WW65,2,February,2015,Grey Fox,3.45
ChedaJewel,38.034152,-122.74917,WW65,2,February,2016,Bobcat,3.45
ChedaJewel,38.034152,-122.74917,WW65,2,February,2016,Coyote,3.45
ChedaJewel,38.034152,-122.74917,WW65,2,February,2016,Grey Fox,3.45
ChedaJewel,38.03415,-122.74917,WW65,2,February,2017,Bobcat,3.57
ChedaJewel,38.03415,-122.74917,WW65,2,February,2017,Coyote,3.57
ChedaJewel,38.03415,-122.74917,WW65,2,February,2017,Grey Fox,3.57
ChedaJewel,38.029709,-122.749492,WW66,2,February,2016,Coyote,3.57
ChedaJewel,38.04309,-122.743715,XX63,2,February,2015,Coyote,3.45
ChedaJewel,38.04309,-122.743715,XX63,2,February,2015,Grey Fox,3.45
ChedaJewel,38.04309,-122.743715,XX63,2,February,2016,Coyote,3.63
ChedaJewel,38.04309,-122.743715,XX63,2,February,2016,Grey Fox,3.63
ChedaJewel,38.04309,-122.743715,XX63,2,February,2017,Bobcat,3.5
ChedaJewel,38.04309,-122.743715,XX63,2,February,2017,Coyote,3.5
ChedaJewel,38.04309,-122.743715,XX63,2,February,2017,Grey Fox,3.5
ChedaJewel,38.03871,-122.743536,XX64,2,February,2015,Bobcat,3.45
ChedaJewel,38.03871,-122.743536,XX64,2,February,2017,Bobcat,3.91
ChedaJewel,38.03871,-122.743536,XX64,2,February,2017,Grey Fox,3.91
ChedaJewel,38.04327,-122.738221,YY63,2,February,2015,Bobcat,3.45
ChedaJewel,38.04327,-122.738221,YY63,2,February,2015,Coyote,3.45
ChedaJewel,38.04327,-122.738221,YY63,2,February,2015,Grey Fox,3.45
ChedaJewel,38.03876,-122.737918,YY64,2,February,2017,Grey Fox,4.35
